id,iso_639_3,text,topic
121,ceb,"Nagahatag ang Broadcasting Services Act og regulasyon sa kontent sa Internet, apan aron makonsidera nga kontent alang sa Internet, kinahanglan kining pisikal nga anaa sa usa ka server.",Politics and conflicts
121,fil,"Ang Broadcasting Services Act ay nagtakda ng regulasyon hinggil sa nilalaman ng Internet, subalit upang maituring na ito'y nilalaman ng Internet, kailangang ito'y pisikal na nasa server.",Politics and conflicts
121,ilo,"Ti Akto ti Serbisio ti Panagpadamag ket mangipapan ti regulasion ti nagian ti Internet, uray pay kasta masapul nga agian daytoy ti maysa a server.",Politics and conflicts
122,ceb,"Ang embahada sa Estados Unidos nga nahimutang sa Nairobi, Kenya nagpagawas ug pasidaan nga ang ""mga ekstremista gikan Somalia"" nagplano sa usa ka paglansad nga suicide bomb sa Kenya ug Ethiopia.",Politics and conflicts
122,fil,"Ang embahada ng Estados Unidos na matatagpuan sa Nairobi, Kenya ay naglabas na ng babala na ""ang mga ekstremista mula sa Somalia"" ay nagpaplanong maglunsad ng mga pag-atake sa pamamagitan ng pambobomba sabay sa pagpapakamatay sa Kenya at Ethiopia.",Politics and conflicts
122,ilo,"Nangiruar iti pakdaar ti embahada iti Estados Unidos nga adda iti Nairobi, Kenya nga agplanplano “dagiti ekstremista manipud iti Somalia” a mangiyusuat kadagiti panagatake a suicide bomb iti Kenya ken Ethiopia.",Politics and conflicts
123,ceb,"Ingon ang U.S. nga nakadawat kini og impormasyon gikan sa wala nahibaw-an nga source nga espesipikong naghisgot sa paggamit sa mga naghikog nga mamomomba aron pabutohon ang ""mga bantugang timailhan"" sa Ethiopia ug Kenya.",Politics and conflicts
123,ilo,Ibaga iti U.S. a nakaawat iti impormasion manipud iti di mabalin nga ibaga ti nagtaudanna a kangrunaan a mangibagbaga iti panagusar kadagiti agpakamatay nga agbomba a mangpabettak kadagiti “prominente a pagilasinan a lugar” idiay Ethiopia ken Kenya.,Politics and conflicts
123,fil,"Sinasabi ng Estados Unidos na ito ay tumanggap ng impormasyon mula sa isang di-ibinunyag na pinagmulan na espesipikong binabanggit ang paggamit ng mga nagpapatiwakal na tagabomba upang magpasabog ng ""mga tanyag na palatandaan"" sa Ethiopia at Kenya.",Politics and conflicts
124,fil,"Matagal na bago pa Ang Pang-araw-araw na Palabas at Ang Ulat ni Colbert, nakini-kinita nina Heck at Johnson ang isang publikasyon na magiging parodya ng mga balitaâ€”at pag-uulat ng mga balitaâ€”noong sila ay mga estudyante sa UW noong 1988.",entertainment
124,ceb,"Sa wala pa ang The Daily Show ug The Colbert Report, naghanduraw sila Heck ug Johnson og usa ka publikasyon nga mo-parody sa balita—ug pag-report sa balita—sa dihang mga estudyante pa sila sa Unibersidad sa Washington kaniadtong 1988.",entertainment
124,ilo,"Nabayag pay sakbay ti The Daily Show ken ti The Colbert Report, nasirmata da Heck ken Johnson ti maysa a publikason a mamagbal;in a parodia iti damdamag—ken iti panagireport iti damag—idi estudianteda pay laeng iti UW idi 1988.",entertainment
125,ilo,"Manipud idi nangrugi, nagbalin ti The Onion nga imperio ti parodia a damdamag, nga addaan iti naiprinta nga edision, maysa a website a binisita ti 5,000,000 iti bulan ti Oktubre, personal nga an-anunsio, 24 oras a news network, podcasts, ken  ti nabiit pay a nairuar a world atlas a maawagan iti Our Dumb World.",entertainment
125,ceb,"Sukad sa iyang pagsugod, ang The Onion nahimong tinuod nga imperyo sa parody sa balita, nga adunay usa ka print nga edisyon, ang website nga nakadani og 5,000,000 ka talagsaon nga mga bisita sa bulan sa Oktubre, personal nga mga ad, usa ka 24 oras nga network sa balita, mga podcast, ug bag-o lang gilunsad nga atlas sa kalibutan nga gitawag og Our Dumb World.",entertainment
125,fil,"Simula ng maitatag ito, naging mistulang imperyo ng parodyang balita ang The Onion, na mayroong nakalimbag na edisyon, isang website na nakaakit ng 5,000,000 natatanging bisita sa buwang ng Oktubre, personal na mga anunsyo, 24 oras na news network, mga podcast, at isang kakalunsad lamang na world atlas na tinawag na Our Dumb World.",entertainment
126,fil,Si Al Gore at si Heneral Tommy Franks ay kaswal nang kinakalantag ang kanilang mga paboritong pangunahing ulo ng balita (ang kay Gore ay noong ibinalita ng The Onion na siya at si Tipper ay nagkaroon ng pinakamamahusay na seks sa kanilang buhay matapos ang kanyang pagkatalo sa 2000 Electoral College).,entertainment
126,ceb,Dali lang gilitok ni Al Gore ug Heneral Tommy Franks ang ilang mga paboritong ulohan sa balita (ang kay Gore katong gibalita sa The Onion nga nabatonan niya ug ni Tipper ang kinamaayohang pakighilawas sa ilang kinabuhi human sa iyang pagkapildi sa 2000 Kolehiyong Elektoral).,entertainment
126,ilo,Da Al Gore ken Heneral Tommy Frank ket gagangay a nagbiitda a binalikas ti paboritoda a pagiwarnak (kenni Gore ket idi impadamag ti The Onion nga isuda ken Tipper ket adda ti kasayaatan a sekso ti biagda kalpasan ti pannakaabakda ti 2000 Electoral College).,entertainment
127,ilo,Adu kadagiti mannuratda ket nagtultuloy tapno maaddaan ti dakkel nga impluensia idiay parodiya ti pabuya ti damdamagda Jon Stewart ken Stephen Colbert.,entertainment
127,ceb,Daghan sa ilang mga manunulat kay nakaempluwensiya og dako sa mga parodiya nga pasundayag ni Jon Stewart ug Stephen Colbert.,entertainment
127,fil,Marami sa kanilang mga manunulat ang nagkaroon ng malaking impluwensya sa mga panggagaya na palabas nina Jon Stewart at Stephen Colbert.,entertainment
128,ilo,Ti artistiko a pasamak ket paset pay ti kampania ti Bucharest City Hall nga agpanggep a mangiyusuat manen ti imahen ti kapital ti Romania a kas maysa a managparnuay ken  napintas ken namaris a metropolis.,entertainment
128,fil,Ang masining na kaganapan ay parte rin ng kampanya ng Munisipyo ng Bucharest na nagnanais na muling ilunsad ang imahe ng kapitolyo ng Romanya bilang isang malikhain at makulay na punong-lunsod.,entertainment
128,ceb,Ang artistikong kalihukan kay parte usab sa kampanya sa Bucharest City Hall nga naglayong ipabalik ang imahe sa kapital sa Romania ingong usa ka mamugnaon ug mabulokong dakong siyudad.,entertainment
129,fil,"Ang lungsod ang magiging una sa timog-silangang Europa na pagdarausan ng CowParade, ang pinalamalaki na pampublikong kaganapang pansining, sa pagitan ng Hunyo at Agosto ng taong ito.",entertainment
129,ceb,"Ang siyudad mao ang manguna sa habagatan-sidlakan sa Europa nga magpahigayon sa CowParade, ang pinakadako sa kalibutan nga pampublikong arte nga pasundayag, tunga-tunga sa Hunyo ug Agosto niining tuiga",entertainment
129,ilo,"Ti siudad ti agbalin a kaunaan idiay abagatan a daya ti Europa a mangpadagos ti Parada dagiti Baka, sangkadakkelan ditoy lubong a pasamak ti arte para publiko, iti nagbaetan ti Hunio ken Agosto ti daytoy a tawen.",entertainment
130,ilo,Ti pakaammo ita nga aldaw ket nangipaatiddag ti kari ti gobierno a naaramid idi Marso daytoy a tawen tapno maikkan ti pondo ti nayon a karison.,politics
130,fil,Ang anunsiyo ngayong araw ay nagpalawig din sa pangakong ginawa ng gobyerno noong Marso ng taong ito na popondohan ang mga karagdagang bagon.,politics
130,ceb,Gipaabot sad sa pahibalo karong adlawa ang panaad nga gibuhat sa gobyerno kaniadtong Marso niining tuiga nga pondohan ang dugang mga karwahe.,politics
131,ceb,"Ang gidungag nga 300 nagresulta sa kinatibuk-ang 1,300 ka mga karwahe nga makuha aron mahupay ang kadaghan sa tawo.",politics
131,fil,"Karagdagang 300 upang maging 1,300 ang bilang ng mga karong makukuha upang mabawasan ang labis na bilang ng tao.",politics
131,ilo,"Adda nainayon a 300 a namagbalin iti dagup a 1,300 a karuahe a  maala tapno mapalukayan ti nakaro a linnetlet.",politics
132,ilo,"Imbaga ni Christopher Garcia, parasarita ti Los Angeles Police Department, a ti lalaki a maatap a naglabsing ket maim-imbestigaran iti trespassing imbes a bandalismo.",crime
132,fil,"Sinabi ni Christopher Garcia, isang tagapagsalita ng Kagawaran ng Pulisiya ng Los Angeles, na ang pinaghihinalaang maysalang lalaki ay iniimbestigahan para sa pagpasok nang walang pahintulot kaysa sa bandalismo.",crime
132,ceb,"Si Christopher Garcia, usa ka tigpamaba sa Departamento sa Pulisya sa Los Angeles, nagsulti nga ang suspetsadong lalaki nga nakasala kay ginaimbestigahan tungod sa pagsulod nga walay pagtugot ug dili sa bandalismo.",crime
133,fil,"Ang tanda ay hindi sinira nang pisikal; ang pagbabago ay ginawa gamit ang mga itim na tarpaulin na nilagyan ng mga simbolo ng kapayapaan at puso upang ibahin ang ""O"" at mabasa bilang maliit na titik na ""e"".",crime
133,ilo,Saan a nadadael ti mismo a karatula; naaramid ti panangbaliw baben ti panangusar kadagiti nangisit a tarpaulin a nadekorasionan iti simbolo ti kappia ken puso tapno mabasa ti “O” kas bassit a letra nga “e”.,crime
133,ceb,"Walay pisikal nga daot ang ilhanan; gibag-o kini gamit ang itom nga mga trapal nga gidayandayanan og mga simbolo sa kalinaw ug kasing-kasing aron usbon ang ""O"" aron mabasa nga dili-kapital nga ""e"".",crime
134,ilo,"Ti red tide ket gapu iti nangatngato ngem gagangay a konsentrasion ti Karenia brevis, maysa a natural nga agtaltalinaed ti selula nga organismo ti baybay.",environment
134,fil,"Ang red tide ay resulta ng higit sa karaniwang konsentrasyon ng Karenia brevis, isang likas na organismo sa dagat na binubuo ng nag-iisang selula.",environment
134,ceb,"Ang hinungdan sa pula nga sulog mao ang mas taas kaysa sa kasagarang konsentrasyon sa Karenia brevis, usa ka natural nga motunghang usag-selula nga dagatnong organismo.",environment
135,fil,"Ang mga likas na salik ay maaaring magkrus upang makabuo ng kanais-nais na mga kalagayan, na magbibigay-daan sa labis na pagtaas ng bilang ng algae na ito.",environment
135,ceb,"Ang natural nga mga factor mahimong motadlas sa paghimo og sulondon nga mga kondisyon, nagtugot kini sa mga algae aron madungagan sa numero.",environment
135,ilo,"Dagiti natural a makagapu ket mabalin nga agsisinnabat tapno makaaramid ti nasayaat a kasasaad, nga agpalubos kadagitoy a lumot nga umado iti kasta la unay.",environment
136,ilo,Agparpartuat ti lumot iti maysa a neurotoxin a mabalin a mangparalisa iti ur-urat ti tao ken ikan.,environment
136,fil,Ang algae ay gumagawa ng neurotoxin na maaaring makapinsala sa mga nerbiyos sa kapwa mga tao at isda.,environment
136,ceb,Ang lumot nagahimo og neurotoxin nga makabaldado sa mga kaugatan sa tao ug isda.,environment
137,ilo,Masansan a matay dagiti ikan gapu iti nangato a konsentrasion ti sabidong iti danum.,environment
137,fil,Kalimitang namamatay ang isda dahil sa matinding lason sa tubig.,environment
137,ceb,Kasagarang mamatay ang isda tungod sa taas nga konsentrasyon sa mga hilo sa katubigan.,environment
138,ilo,Dagiti tattao ket maapektaran gapu ti panaglang-ab ti apektado a danum nga inyeg idiay angin gapu ti kinaangin ken dalluyon.,environment
138,fil,Maaaring maapektuhan ang mga tao ng pagsinghot ng apektadong tubig sa kapaligiran na dinadala ng hangin at mga alon.,environment
138,ceb,Mahimong maapektuhan ang mga tawo sa pag-ginhawa sa apektadong tubig nga gidala sa hangin ug mga balod.,environment
139,fil,"Sa kasagsagan nito, ang Bagyong Gonu, na ipinangalan sa isang supot ng mga dahon ng palmera sa lengguwahe ng Maldives, ay nagkaroon ng patuloy na malakas na hangin na umabot sa 240 kilometro kada oras (149 milya kada oras) .",environment
139,ceb,"Sa pinakataas niini, ang Tropical Cyclone Gonu, ginganlan alang sa usa ka bag nga dahon sa palma sa pinulongan sa Maldives, nakaabot sa padayon nga hangin sa 240 kilometros matag oras (149 milya matag oras).",environment
139,ilo,"iti kapigsana, ti Bagyo Gonu, a napanaganan manipud bag ti bulong ti palma iti pagsasao ti Maldives, ket nadanon ken napagtalinaedna ti pegges ti angin a 240 kilometro kada oras (145 milia kada oras).",environment
140,ceb,"Anaa sa 83 kilometro kada oras ang hangin sayo karong adlawa, ug gilauman nga mopadayon pa kini og hinay.",environment
140,fil,"Sa maagang sandali ngayong araw, nasa 83 km/h ang hangin, at inasahang patuloy na hihina.",environment
140,ilo,"Itay nasapa a bigat, ti kapartak ti angin ket mapan a 83 km/h, ket manamnama a kumapkapsuten daytoy.",environment
141,fil,"Noong Miyerkules, ang United States' National Basketball Association (NBA) ay sinuspende ang propesyonal na season ng basketball nito dahil sa COVID-19.",sport
141,ilo,"Idi Miyerkules, iti United States' National Basketball Association (NBA) ket impasardengna ti tawen a liga ti basketballna gapu iti COVID-19.",sport
141,ceb,"Sa Miyerkules, gisuspende sa National Basketball Association (NBA) sa Estados Unidos ang propesyonal nga season sa basketbol niini tungod sa mga kabalaka sa COVID-19.",sport
142,ceb,Ang desisyon sa NBA gisundan sa usa ka magdudula sa Utah Jazz nga positibo sa test para sa COVID-19 virus.,sport
142,fil,Ang pasiya ng NBA ay kasunod ng pagpopositibo sa virus na COVID-19 ng isang basketbolista ng Utah Jazz.,sport
142,ilo,Ti desision ti NBA ket makagapu ta ti maysa kadagiti basketbolista ti Utah Jazz ket nagpositibo ti Covid-19 virus.,sport
143,fil,"Base sa fossil na ito, ang ibig sabihin ang hati ay higit na maaga kaysa sa inaasahan sa pamamagitan ng ebidensiyang molekular.",science
143,ceb,"Base niani nga fossil, nga buot ipasabot nga nahitabo ang pagbuak nga mas sayo pa kaysa sa gidahom sa molekular nga ebidensya.",science
143,ilo,"Base kadagitoy a fossil, kayatna a saw-en nga iti bisak ket nasapsapa ngem iti ibaga ti ebidensia a molekular.",science
144,ilo,"“Kayatna a saw-en nga amin ket maisubli iti dati,” kinuna ti manangsirarak idiay Rift Valley Research Service iti Ethiopia ken kadua a mannurat ti panagadal a ni Berhane Asfaw.",science
144,ceb,"Kini nagpasabot nga ang tanan kay kinahanglan ibalik,"" matod pa sa usa ka tigtuki sa Riff Valley Research Service sa Ethiopia ug usa ka kauban sa pagsulat sa pagtulon-an, Berhane Asfaw.",science
144,fil,"""Nangangahulugan iyan na dapat iatras ang lahat,"" sabi ng mananaliksik sa Serbisyong Pananaliksik ng Lambak ng Rift sa Ethiopia at isang kasamang may-akda ng pag-aaral, si Berhane Asfaw.",science
145,ilo,"Agingga ita, kabaelan ti AOL a pagarawen ken padur-asen ti merkado ti IM iti bukod dayaoy a panagaddang, gapu iti nawaras a pannakausar daytoy iti Estados Unidos.",business
145,fil,"Hanggang ngayon, napapagalaw at napapaunlad ng AOL ang merkado ng IM sa sarili nitong bilis, dahil sa malawakang paggamit nito sa Estados Unidos.",business
145,ceb,"Hangtud karon, napalihok ug napalambo sa AOL ang IM nga merkado sa ilang kaugalingon nga kapaspason, tungod sa kaylap nga paggamit niini sa Estados Unidos.",business
146,ilo,"iti kaadda daytoy a napagtulagan, mabalin nga aggibusen daytoy a kinawaya.",business
146,fil,"Dahil sa pagkakaroon ng ganitong kaayusan, ang kalayaang ito ay maaaring matapos.",business
146,ceb,"Sa ingon aning paagi nga nalatid, kining kagawasan posibleng maundang.",business
147,ilo,Ti bilang dagiti nagtipon nga agus-usar kadagiti serbisio ti Yahoo! ken Microsoft ket karibalenna ti bilang dagiti kostumer ti AOL.,business
147,fil,Ang pinagsamang bilang ng mga gumagamit sa serbisyo ng Yahoo! at Microsoft ay makikipagtunggali sa bilang ng mga kostumer ng AOL.,business
147,ceb,Ang kadaghanon sa mga tiggamit sa Yahoo! ug mga serbisyo sa Microsoft kon usahon kay makigkompetensya sa gidaghanon sa mga customer sa AOL.,business
148,ilo,Napagbalin a banko nasional idi 2008 ti banko a Northern Rock kalpasan a ti pannaipalgakna nga umaw-awat ti kompania iti suporta manipud iti Gobierno ti UK.,business
148,ceb,Nahimong nasodnon ang bangkong Northern Rock sa 2008 human ang rebelasyon nga nakadawat ang kumpaya og emerhensiyang suporta gikan sa Kagamhanan sa Hiniusang Gingharian.,business
148,fil,Ang bangko ng Hilagang Bato ay ninasyonalisa noong 2008 kasunod ng rebelasyon na ang kompanya ay nakatanggap ng suportang pang-emerhensiya mula sa Gobyerno ng UK.,business
149,fil,Ang Northern Rock ay nakakuha ng suporta nang maibunyag ito sa panahon ng krisis sa mababang pautang o subprime mortgage noong 2007.,business
149,ceb,Ang Northern Rock kay nanginhanglan og suporta tungod sa pagkabutyag niini sa panahon sa subprime mortgage nga krisis kaniadtong 2007.,business
149,ilo,Ti Northern Rock ket nagkasapulan ti suporta gapu ti pannakaiparangna kabayatan ti krisis ti upa idi 2007.,business
150,ceb,Gidumilian na ang kantidad sa pagpalit para sa bangko sa Virgin Group ni Ginoong Richard Branson sa wala pa hingpit nga nahimong nasudnon ang bangko.,business
150,fil,Tinanggihan ang alok ng Pangkat Virgin ni Sir Richard Branson para sa bangko bago ang nasyonalisasyon nito.,business
150,ilo,Ti Virgin Group ni Sir Richard Brandson ket adda ti kiddawna ti bangko a saan a napalubusan sakbay ti nasionalisasion ti bangko.,business
151,ilo,"Idi 2010, kabayatan a nasionalisa, iti agdama a nangato a kalye a bangko a Northern Rock plc ket naisina aggapu ti “di-nasayaat a bangko”, Northern Rock (Asset Management).",business
151,ceb,"Kaniadtong 2010, sa pagnasyonalisar, ang karong bangko nga daghang branch nga Northern Rock plc kay nabuwag gikan sa 'bati nga bangko', ang Northern Rock (Asset Management).",business
151,fil,"Noong 2010, habang nasa ilalim ng pamahalaan, ang kasalukuyang malaking bangko na Northern Rock plc ay inalis mula sa 'masamang bangko',' ang Northern Rock (Asset Management o Pangasiwaan ng Ari-arian).",business
152,ilo,"Ginatang laeng ti Virgin ti “nasayaat a banko” ti Northern Rock, saan a ti kompania a mangmanmanehar iti sansanikua.",business
152,ceb,"Gipalit ra sa Virgin ang 'maayong bangko' sa Northern Rock, dili ang kompanyang nagdumala sa kabtangan.",business
152,fil,"Nabili lang ng Virgin ang â€˜mahusay na bangkoâ€™ ng Hilagang Bato, hindi ang kompanya na namamahala ng mga ari-arian.",business
153,ilo,Daytoy ket mapatpati nga iti maikalima a daras iti pakasarsaritaan a dagiti tao ket nagobserba iti maparparawar a nakompirmaran iti kemikal a materyal a naggapo iti Mars a naregreg iti Lubong.,Science
153,ceb,Kini gituohan nga ikalimang higayon sa kasaysayan nga ang mga tawo nakaobserba unsay nahimo nga napamatud-an nga kemikal nga materyal gikan sa mars nga nahulog sa Yuta.,Science
153,fil,Pinaniniwalaang ito ang ikalimang beses sa kasaysayan na namasdan ng mga tao ang napag-alaman pala na materyal na galing sa mars na kinompirma sa paraang kemikal ang nahuhulog sa Earth.,Science
154,ceb,"Gikan sa gibana-banang 24,000 nga nailhang mga bulalakaw nga nahulog sa Kalibutan, anaa ra sa mokabat sa 34 ang napamatud-ang gikan sa Mars.",Science
154,fil,"Sa humigit-kumulang na 24,000 bulalakaw na nalamang bumagsak sa Earth, mga 34 lang ang napatunayang nanggaling sa Mars.",Science
154,ilo,"Manipud iti agarup a 24,000 nga am-ammo a layap a natinnag iti Daga, 34 laeng ti napaneknekan a naggapu idiay Mars.",Science
155,ilo,Sangapulo-ket-lima kadagitoy a bato ket maibaga a naggapu iti panagtinnag dagiti layap idi Hulio.,Science
155,fil,Labinlima sa mga batong ito ay ipinalalagay na nagmula sa pag-ulan ng mga bulalakaw noong Hulyo.,Science
155,ceb,Napulog-lima niining batoha giingon nga iya sa nangahulog nga bulalakaw kaniadtong Hulyo.,Science
156,ilo,"Dadduma kadagti batbato, a manmano unay iti Daga, ket mailaklako manipud US$11,000 agingga iti $22,500 kada onsa, a sangapulo a daras a nangatngato ngem iti presio ti balitok",Science
156,ceb,"Ang ubang mga bato, nga talagsaon kaayo sa kalibutan, ginabaligya gikan sa US$11,000 ngadto sa US$22,500 matag 30 gramos, mga napulo kapilo ang kamahalon kaysa sa bulawan.",Science
156,fil,"Ang ilang mga bato, na bihirang nakikita sa Daigdig, ay ibinebenta mula US$11,000 hanggang $22,500 kada onsa, na halos sampung ulit na mas mahal kaysa sa halaga ng ginto.",Science
157,ilo,"Kalpasan ti karera, nagtalinaed ni Keselowsky iti umuna a puesto iti Driver's Championship nga addaan iti 2,250 a puntos.",Sport
157,fil,"Kasunod ng karera, namamalaging lider ng Drivers' Championship si Keselowski na may 2,250 puntos.",Sport
157,ceb,"Pagkahuman sa lumba, nagpabiling nanguna si Keselowski sa Drivers' Championship nga adunay 2,250 ka puntos.",Sport
158,fil,"Pitong puntos ang kulang, pumangalawa si Johnson na may 2,243 puntos.",Sport
158,ceb,"Anaa sa ikaduha si Johnson nga adunay 2,243 nga puntos ug pito ka puntos ang biya.",Sport
158,ilo,"Naudin ti pito a punto, ni Johnson ket maikadua nga adda iti 2,243.",Sport
159,ilo,"Ti maikatlo, ni Hamlin ket maat-atiw iti duapulo a puntos, ngem mangabngabak ti lima kenni Bowyer. Ni Kahne ken Truex, Jr. ket maikalima ken maikainnem nga addaan ti 2,200 ken 2,207 a puntos.",Sport
159,ceb,"Sa ikatulo, nabiyaan og napulo'g duha ka puntos si Hamlim, apan mas daghan og lima kang Bowyer. Si Kahne ug Truex, Jr. ang ikalima ug ikaunom sa 2,220 ug 2,207 ka puntos matag usa.",Sport
159,fil,"Nasa pangatlo, si Hamlin ay nahuhuli nang dalawampung puntos, nguni't nakalalamang ng lima kay Bowyer. Sina Kahne at Truex, Jr. ay panlima at pang-anim sa gayong pagkakasunod-sunod na may 2,220 at 2,207 puntos.",Sport
160,ilo,"Da Stewart, Gordon, Kenseth, ken Havick ti nairaman kadagiti puesto iti kangangatuan a sangapulo para iti Drivers' Championship ket adda pay nabatbati nga uppat a karera para iti season.",Sport
160,ceb,"Si Stewart, Gordon, Kenseth, ug Harvick mao ang mikumpleto sa pangunang napulo nga posisyon para sa Drivers' Championship, ug aduna pay upat ka mga karerang nahabilin sa season.",Sport
160,fil,"Kinumpleto nina Stewart, Gordon, Kenseth, at Harvick ang sampung nangungunang posisyon para sa Drivers' Championship na may apat pang natitirang karera sa season.",Sport
161,ilo,Imbaga met ti US Navy nga im-imbistigaranda ti insidente.,Accident
161,fil,Sinabi rin ng Hukbong-Dagat ng Estados Unidos na kanilang iniimbestigahan ang pangyayari.,Accident
161,ceb,Miingon usab ang hukbong-dagat sa Estados Unidos nga ginasusi nila ang panghitabo.,Accident
162,ilo,"Imbagada pay iti maysa a masaoda, “Madama nga agob-obra ti crew tapno makitada ti kasayaatan a pamuspusan a natalged a mairuar ti barko”.",Accident
162,fil,"Sinabi rin nila sa isang pahayag, ""Ang mga tauhan ay kasalukuyang nagsisikap na matukoy ang pinakamahusay na paraan upang ligtas na maialis ang barko"".",Accident
162,ceb,"Ug sila miingon usab sa usa ka pahayag, ""Ang crew karon naglihok aron mahibal-an ang labing maayong pamaagi aron luwas nga makuha ang barko"".",Accident
163,ilo,"Maysa a klase iti Avenger a panglaban a barko, ti barko ket mapan iti Puerto Princesa idiay Palawan.",Accident
163,ceb,"Ang Avenger-class mine countermeasures ship, nagpadulong ang barko sa Puerto Princesa sa Palawan.",Accident
163,fil,"Ang Avenger na klase ng mga countermeasure ng barko, ang barko ay patungo sa Puerto Prinsesa sa Palawan.",Accident
164,ilo,"Naisaadda iti maikapito a Fleet ti US Navy ken nakabase iti Sasebo, Nagasaki Japan.",Accident
164,ceb,"Giasayn kini sa Ikapitong Panon sa U.S. Navy ug nakabase kini sa Sasebo, Nagasaki sa Japan.",Accident
164,fil,"Nakatalaga ito sa Ikapitong Barkong Pandigma ng Hukbong Pandagat ng U.S. at nakabase sa Sasebo, Nagasaki sa Japan.",Accident
165,ilo,"Idi Nobiembre 26, 2008, dimteng dagiti nangraut iti Mumbai babaen ti bangka nga adda dagiti awitda a granada, automatiko nga armas ket pinuntiriada ti adu a paset ti siudad a pakairamanan ti natao nga istasion ti tren a Chhatrapati Shivaji Terminus ken ti nalatak a Taj Mahal Hotel.",Law and crime
165,ceb,"Ang mga manunulong sa Mumbai nangabot sakay ang bangka sa Nobyembre 26, 2008, nga dala ang mga granada, mga hinagiban nga otomatiko ug nangigo sa mga daghang target apil na ang puno sa tawong estasyon sa tren sa Chhatrapati Shivaji Terminus ug ang iladong Taj Mahal Hotel.",Law and crime
165,fil,"Ang mga sumalakay sa Mumbai ay dumating sa pamamagitan ng bangka noong Nobyembre 26, 2008, na may dala-dalang mga granada, awtomatikong mga armas at tinamaan ang maraming target kabilang na ang mataong istasyon ng tren ng Chhatrapati Shivaji Terminus at ang tanyag na hotel na Taj Mahal.",Law and crime
166,ilo,Nakatulong ken David Headley ti panagalana ken panagsawarna kadagiti impormasion tapno maiyusuat iti operasion iti 10 nga armado a lallaki a naggapu iti militante a grupo iti Pakistan Laskhar-e-Taiba.,Law and crime
166,ceb,Ang pagpangita ug pagtigum og impormasyon ni David Headley nakatabang aron mahimo ang operasyon sa 10 ka armado gikan sa militanteng grupo nga Pakistani nga Laskhar-e-Taiba.,Law and crime
166,fil,Ang paghahanap at pagtitipon ng kaalaman ni David Headley ay tumulong sa pagsasagawa ng operasyon ng 10 mamamaril na mula sa mapanlabang grupong Pakistani na Laskhar-e-Taiba.,Law and crime
167,ilo,Nangipaay iti dakkel a pannakaapekto ti panagatake iti relasion iti nagbaetan ti India ken Pakistan.,Law and crime
167,ceb,"Tungod sa pag-atake, nagbutang og usa ka dako nga pagkadaot sa mga relasyon tali sa India ug Pakistan.",Law and crime
167,fil,Ang pagsalakay ay nagdulot ng tensiyon sa relasyon ng India at Pakistan.,Law and crime
168,fil,"Sinamahan ng mga opisyal na iyon, siniguro niya sa mga taga-Texas na may mga hakbanging isinasagawa upang maproteksiyonan ang seguridad ng madla.",Politics
168,ilo,"Kiinaduaan dagidiay nga opisial, impasiguradona kadagiti umili ti Texas nga addan dagiti maar-aramid nga addang tapno masalakniban ti talged ti publiko.",Politics
168,ceb,"Kauban ang pipila ka mga opisyales, gipasaligan niya ang mga lumulupyo sa Texas nga adunay mga lakang nga ginabuhat aron maprotektahan ang kaluwasan sa publiko.",Politics
169,ilo,"Espesipiko nga imbaga ni Perry, “Adda sumagmamano a lugar iti lubong a nakasagana tapno masango ti karit nga ited daytoy a kaso.”",Politics
169,ceb,"Si Perry espesipikong miingon, ""adunay pipila ka mga dapit sa kalibutan nga andam mo-atubang sa hagit nga anaa ania sa kaso.""",Politics
169,fil,"Partikular na sinabi ni Perry, ""May mangilan-ngilang lugar sa mundo na mas nasasangkapan na humarap sa hamong dulot ng kasong ito.""",Politics
170,ilo,"Kinuna pay ti gobernador, “Ita nga aldaw, naammuantayo a dagiti dadduma nga ubbing nga agtawen iti kas kadagiti ages-eskuela ti naaddaan iti kontak iti pasiente.”",Politics
170,ceb,"Ang gobernador nag-ingon usab, ""Karon, nakahibalo kita nga pipila sa bata nga nag-eskwela kay adunay kontak sa pasyente.""",Politics
170,fil,"Ang gobernador ay nagpahayag din, ""Ngayon, nalaman natin na ang ilang mga batang nag-aaral ay nagkaroon ng ugnayan sa pasyente.""",Politics
171,ceb,"Nagpadayon siya og miingon, ""Seryoso kini nga kaso. Magmasaligon nga ang among sistema nagalihok ingon sa kinahanglanon.""",Politics
171,ilo,"Intuloyna nga imbaga, “Serioso daytoy a kasasaad. Agtalekkayo a ti sistemami ket nasayaat ti panagobrana a kas maiparbeng.”",Politics
171,fil,"Nagpatuloy siyang sabihing, ""Seryoso ang kasong ito. Makatitiyak kayo na tumatakbo nang maayos ang ating sistema tulad ng dapat.""",Politics
172,ceb,"Kon makumpirma, ang pagkaplag mao ang mukompleto sa walo ka tuig nga pagpangita ni Allen sa Musashi.",Discovery
172,ilo,"No mapaneknekan, iti birok kumpletuenna ti walo a tawen a panagbirok ni Allen para ti Musashi.",Discovery
172,fil,"Kung mapatutunayan, ang pagtuklas ang tatapos sa walong taong paghahanap ng Musashi.",Discovery
173,ceb,"Human ang seabed mapping, nakit-an ang guba gamit ang usa ka ROV.",Discovery
173,ilo,"Kalpasan iti pannakamapa ti lansad ti baybay, nasarakanda ti nadadael a barko babaen ti maysa nga ROV.",Discovery
